Grade,Chapter,Context,Question,CorrectAnswer,UniquePart,Difficulty
10,Sri Lanka and the Western World,"As the Portuguese Captain General Constantinu De Sa invaded Kandy via Uva area, the Battle of Randeniwala started.","Who invaded Kandy via Uva area, leading to the Battle of Randeniwala?",Portuguese Captain General Constantinu De Sa.,Constantinu De Sa,Medium
10,Sri Lanka and the Western World," In 1602 Asavedu, who brought an additional army from Gowa, invaded Kandy with a battalion of thousand soldiers.",Which year the battle of Balana happened?,1602,1602,Hard
10,Sri Lanka and the Western World,The Portuguese captured the city of Badulla and destroyed it.,Which year the battle of Randeniwala happened?,1630,1630,Hard
10,Sri Lanka and the Western World,"Prince Maha Asthana (later he became the king of Kandy in the name of Rajasinghe II), who was a son of king Senarath, provided the leadership to the Kandyan army.",Who led the Kandyan army in the battle of Randeniwala?,Prince Maha Asthana.,Prince Maha Asthana,Easy
10,Sri Lanka and the Western World,In this the Kandyans encircled the Portuguese and attacked them resulting in killing about 350 Portuguese soldiers.,What happened to the Portuguese soldiers in the battle?,They were attacked and killed by the Kandyans.,Portuguese soldiers were attacked,Medium
10,Sri Lanka and the Western World,This invasion was not done suddenly by the Portuguese. They had planned it for about two years.,What was the duration of the Portuguese planning before the invasion?,About two years.,About two years.,Medium
10,Sri Lanka and the Western World,"In the month of March in 1638, Kandy was once again invaded by the then Captain General Diago De Melo in Sri Lanka.",Who invaded Kandy in March 1638?,Captain General Diago De Melo., Diago De Melo.,Hard
10,Sri Lanka and the Western World,"King Rajasinghe, who had come to the throne after king Senarath, abandoned the city tactically.",Which battle happened on Mrch in 1638?,Battle of Gannoruwa,Battle of Gannoruwa,Hard
10,Sri Lanka and the Western World,The frequent support of the Kandyan people to the king... [is a] reason which affected the failure of the invasions of the Portuguese and protection of the Kandyan kingdom further.,What was a significant factor that contributed to the failure of the Portuguese invasions of the Kandyan kingdom?,The frequent support of the Kandyan people to the king.,Kandyan people's support,Medium
10,Sri Lanka and the Western World,Holland is the motherland of the Dutch.,What is the motherland of the Dutch?,Holland.,Holland.,Easy
10,Sri Lanka and the Western World,"After about a century of the Portuguese arrival to Asia, the Dutch started to come to Asia by finding the sea routes of the Portuguese.",Who arrived in Asia after the Portuguese?,The Dutch.,The Dutch.,Easy
10,Sri Lanka and the Western World,"...since there was a competition among the Holland trade companies, the Dutch could not establish a strong power in Asia. Therefore, in 1602 several Holland companies got together and established East Holland Trade Company alias VOC Company.",Why did the Dutch companies establish the VOC Company in 1602?,To overcome the competition among the Holland trade companies and establish a strong power in Asia.,Overcome competition,Hard
10,Sri Lanka and the Western World,...several Holland companies got together and established East Holland Trade Company alias VOC Company.,Who established the East Holland Trade Company?,Several Holland companies.,Holland companies,Easy
10,Sri Lanka and the Western World,"As the prime purpose of a trade company is to make profits, it is clear that the main objective of the Dutch to come to Asia was to gain economic benefits.",What was the main objective of the Dutch in coming to Asia?,To gain economic benefits.,To gain economic,Medium
10,Sri Lanka and the Western World,"The Dutch, who came to Asia, made their centre in Batavia on the Island of Java and started their power in the east.",Where the Dutch made their center in east?,Batavia on the Island of Java,Batavia on the Island of Java,Medium
10,Sri Lanka and the Western World,"...they paid their attention to Sri Lanka, which had trade items such as, cinnamon and pepper of good standard.",What were the trade items of good standard that Sri Lanka had?,Cinnamon and pepper.,Cinnamon and pepper.,Easy
10,Sri Lanka and the Western World,"In 1602, Jorris Van Spilbergeon, a representative of the Dutch came to Sri Lanka and met king Wimaladharmasooriya I.",Who was the representative of the Dutch who met King Wimaladharmasooriya I in 1602?,Jorris Van Spilbergeon.,Jorris Van Spilbergeon.,Medium
10,Sri Lanka and the Western World,Afterwards another representative named Sibil De Vert came.,Who else appeared after the first representative of Dutch?,Sibil De Vert.,Sibil De Vert.,Hard
10,Sri Lanka and the Western World,The purpose of king Rajasinghe II was to expel the Portuguese from this country because they always fought with Kandy.,What was the purpose of King Rajasinghe II made relationships with the Dutch?,To expel the Portuguese from the country.,Expel the Portuguese,Medium
10,Sri Lanka and the Western World,...both sides got together and attacked the Portuguese fort in Batticaloa in 1638.,Who was the Duch officer attacked  Portuguese fort in Batticaloa in 1638?,commanding officer Westworld,Westworld,Hard
10,Sri Lanka and the Western World,1. The Dutch agreed to assist the Kandyan king to expel the Portuguese from this country.,Who helped the Kandyan king to expel the Portuguese from Sri Lanka?,The Dutch.,Dutch,Medium
10,Sri Lanka and the Western World,"2. The king agreed to pay the money which was spent by the Dutch by the trade items. (cinnamon, pepper, etc.)",What did the Kandyan king agree to pay for in the 1638 Kandy- Dutch Agreement?,The money spent by the Dutch by the trade items.,The money spent by the Dutch by the trade items.,Hard
10,Sri Lanka and the Western World,It took 20 more years to expel the Portuguese from the country since the seizure of the Batticaloa fort in 1638.,How many years did it take to expel the Portuguese from the country since the seizure of the Batticaloa fort?,20 more years.,20 more years.,Medium
10,Sri Lanka and the Western World,"According to the bond signed between the king and the Dutch, occupying the Dutch army in the forts captured from the Portuguese should have been done according to the kings agreement. But, the Dutch, who forgot that sentence in the bond, avoided handing over the forts...",What did the Dutch army fail to do according to the bond signed with the king?,"They avoided handing over the forts captured from the Portuguese, in the areas advantageous for them.",avoided handing over the forts captured from the Portuguese,Hard
10,Sri Lanka and the Western World,The king claimed that he was the emperor of Sri Lanka in exchanging letters with the Dutch.,Who did the king claim to be in his letters to the Dutch?,The emperor of Sri Lanka.,emperor of Sri Lanka,Easy
10,Sri Lanka and the Western World,The Dutch too had accepted the king as Thrisinhaladeeshvaraù even nominally in such exchange of letters.,What was the title given to the king by the Dutch in exchange of letters?,"""Thrisinhaladeeshvara""","""Thrisinhaladeeshvara""",Medium
10,Sri Lanka and the Western World,When the king wrote letters to the Dutch he used the phrases such as Mata Hithawath Landesi Jathiya (Dear Dutch who serve me)ù...,What was the phrase used by the king in his letters to the Dutch?,"""Mata Hithawath Landesi Jathiya (Dear Dutch who serve me)"".","""Dear Dutch who serve me"" or Mata Hithawath Landesi Jathiya",Medium
10,Sri Lanka and the Western World,"...the Dutch too used the phrases such as  Oba Vahanseta Suvacha Keekaru Sevaka (the most obedient servant to you, Lord)ù when they wrote to the king.",What was the phrase used by the Dutch when writing to the king?,"""Oba Vahanseta Suvacha Keekaru Sevaka (the most obedient servant to you, Lord)"".","""Oba Vahanseta Suvacha Keekaru Sevaka"" or ""the most obedient servant to you, Lord""",Hard
10,Sri Lanka and the Western World,The Dutch launched a series of attacks and seized several areas that belonged to the Kandyan kingdom during the time between 1665 and 1668.,Who launched a series of attacks on the Kandyan kingdom between 1665 and 1668?,The Dutch.,Dutch ,Medium
10,Sri Lanka and the Western World,"But due to a series of attacks launched by king Rajasinghe II during the period between 1670 and 1675, the Dutch lost a number of areas that they had possessed.",Who launched a series of attacks that led to the Dutch losing some areas they possessed?,King Rajasinghe II.,King Rajasinghe II,Medium
10,Sri Lanka and the Western World,"Therefore, the Dutch, who realized that fighting with the Kandyans would cause their destruction, attempted to avoid fighting with the Kandyans for about a hundred of years after 1670.",Why did the Dutch try to avoid fighting with the Kandyans after 1670?,They realized that fighting with the Kandyans would cause their destruction.,realized that fighting with the Kandyans would cause their destruction,Hard
10,Sri Lanka and the Western World,"The Dutch provided the ships to king Vimaladharamasooriya I, King Vijaya Rajasinghe, king Keerthi Sri Rajasinghe for such activities.",Who did the Dutch provide ships to?,"King Vimaladharamasooriya I, King Vijaya Rajasinghe, and king Keerthi Sri Rajasinghe.","King Vimaladharamasooriya I, King Vijaya Rajasinghe, and king Keerthi Sri Rajasinghe",Medium
10,Sri Lanka and the Western World,In 1764 the Dutch invaded Kandy using 6 brigades led by the Dutch governor Barron Van Ek.,Who led the Dutch invasion of Kandy in 1764?,The Dutch governor Barron Van Ek.,Barron Van Ek,Medium
10,Sri Lanka and the Western World,The Kandyan kingdom lost one coastal area due to the peace pact.,What happened to the Kandyan kingdom due to the peace pact?,The Kandyan kingdom lost one coastal area.,Lost one coastal area,Hard
10,Sri Lanka and the Western World,king Keerthi Sri Rajasinghe signed a peace pact with the Dutch in 1766,Which king signed peace pact with the Dutch?,king Keerthi Sri Rajasinghe,king Keerthi Sri Rajasinghe,Medium
10,Sri Lanka and the Western World,king Keerthi Sri Rajasinghe signed a peace pact with the Dutch in 1766,Which year kandyan king signed peace pact with the Dutch?,1766,1766,Hard
11,Industrial Revolution,It is called the telephone. It was produced by Alexander Graham Bell.,"Who produced the ""telephone""?",Alexander Graham Bell.,Alexander Graham Bell.,Easy
11,Industrial Revolution,"The development of the coal industry resulted in several by products... Paints that were necessary in dyeing clothes too were made with the help of coal. It was further used to produce medicine, perfumes, oil and fertilizers.",What were some of the by-products of the coal industry?,"Paints, medicine, perfumes, oil, and fertilizers.","Paints, medicine, perfumes, oil, and fertilizers.",Medium
11,Industrial Revolution,An immense change took place in the communication sector in 1895 when Guglielmo Marconi invented the method of sending messages through radio signals...,Who invented the method of sending messages through radio signals in 1895?,Guglielmo Marconi.,Guglielmo Marconi,Medium
11,Industrial Revolution,"Therefore in 1811, John McAdam introduced a new way of making roads. It is called the Macadam Method.ù","Who introduced the ""Macadam Method"" of road-making in 1811?",John McAdam.,John McAdam.,Hard
11,Industrial Revolution,The broad change generated by man in the industrial and technological fields within a period of about six decades by producing goods with the help of machines instead of manual labour is termed as the industrial revolution.ù,What is the term given to the significant change brought about by man in the industrial and technological fields?,The industrial revolution.,Industrial Revolution,Medium
11,Industrial Revolution,The industrial revolution began towards the latter part of the 18th century in Britain.,When did the industrial revolution begin in Britain?,Towards the latter part of the 18th century.,Latter part of 18th century,Hard
11,Industrial Revolution, invention of the flying shuttle by John K. in 1733,Which year the Flying shuttle invented?,1733,1733,Hard
11,Industrial Revolution,"Yet, by the 19th century, the influence of the industrial revolution spread to the other countries in Europe and the rest of the world.",What happened to the influence of the industrial revolution by the 19th century?,It spread to other countries in Europe and the rest of the world.,Industrial revolution spread,Hard
11,Industrial Revolution,"When the situation of Europe in the 18th century is analyzed, it can be seen that France, Portugal and Spain other than Britain engaged themselves in colonization and extensive trade.","Who were the European countries that engaged in colonization and extensive trade, except Britain, in the 18th century?","France, Portugal, and Spain.","France, Portugal, and Spain.",Medium
11,Industrial Revolution,"Financial and commercial affairs started developing in Europe since the 16th century and by the 18th century, Britain had surpassed some of the other leading European countries...",When did financial and commercial affairs start developing in Europe?,Since the 16th century.,16th century,Medium
11,Industrial Revolution,"At the same time, there was a rapid growth in the population of Britain which resulted in a high demand for goods and in turn producing goods to meet the increasing demand became a challenge.",What was the consequence of the rapid growth in the population of Britain?,A high demand for goods.,A high demand for goods.,Medium
11,Industrial Revolution,"Further, there was an expansion of the knowledge of science as a result of the Renaissance that took place in Europe in 14th and 15th centuries.",What was the outcome of the Renaissance in Europe during the 14th and 15th centuries?,The Renaissance led to an expansion of scientific knowledge.,Expansion of scientific knowledge,Medium
11,Industrial Revolution,Minerals such as iron and steel that were necessary in producing machinery too were found in Britain.,What were the minerals found in Britain that were necessary for producing machinery?,Iron and steel.,Iron and steel.,Easy
11,Industrial Revolution,Not only that Britain easily found things like coal which played a major role in producing energy.,What was a significant discovery made by Britain that played a major role in producing energy?,Britain easily found coal.,coal,Medium
11,Industrial Revolution,"There, the rich landowners combined small pieces of land that belonged to poor farmers and made large farms. This is termed as the encroaching movement.ù",What was the term given to the process of combining small pieces of land owned by poor farmers to create large farms?,"The term given to this process is the ""encroaching movement"".","""encroaching movement""",Medium
11,Industrial Revolution,"Unlike in other countries, in Britain talented individuals had the opportunity to earn money irrespective of their social status. This free social environment in the attitudes supported the spread of novel ideas...",What was unique about the social environment in Britain that supported the spread of novel ideas?,"Unlike in other countries, talented individuals had the opportunity to earn money irrespective of their social status.", talented individuals had the opportunity to earn money irrespective of their social status,Hard
11,Industrial Revolution,The political stability that was prevailing in Britain too helped the industrial revolution.,What contributed to the industrial revolution in Britain?,The political stability prevailing in Britain.,Political stability in Britain,Medium
11,Industrial Revolution,"The parliament provided the freedom, tax relief and support to engage in business activities for the economic development.",What benefits did the parliament provide to promote economic development?,"The parliament provided freedom, tax relief, and support to engage in business activities.",Freedom and support,Medium
11,Industrial Revolution,"The industrial revolution in Britain was based on three industries as given below. Textile industry, Iron and steel industry, Coal industry.",What were the three industries that formed the basis of the industrial revolution in Britain?,"The three industries were the textile industry, iron and steel industry, and coal industry.","textile industry, iron and steel industry, and coal industry",Medium
11,Industrial Revolution,Weaving clothes became a little faster with the invention of the flying shuttle by John K. in 1733.,Who invented the flying shuttle that improved weaving clothes?,John K.,John K.,Easy
11,Industrial Revolution,But the slowness in preparing threads needed in weaving clothes still remained a problem.,What was  a problem in the process of weaving clothes?,The slowness in preparing threads.,Slowness in preparing threads,Medium
11,Industrial Revolution,"As a result of that enthusiasm, a person called James Hargreaves produced a machine called Jenny in 1764 for cotton weaving.",Who invented the machine called 'Jenny' in 1764?,James Hargreaves.,James Hargreaves ,Medium
11,Industrial Revolution,"Later in 1769, Richard Arkwright produced a more efficient, water powered spinning wheel.","Who invented a more efficient, water-powered spinning wheel in 1769?",Richard Arkwright.,Richard Arkwright.,Medium
11,Industrial Revolution,It was named as water turbine.,What is the name given to the water-powered spinning wheel?,It was named as water turbine.,Water turbine,Hard
11,Industrial Revolution,Samuel Crompton who used the functioning principles of Spinning Jenny and the Water Turbine produced a new machine called Muleù around 1779.,"Who invented the ""Mule"" machine around 1779?",Samuel Crompton.,Samuel Crompton.,Medium
11,Industrial Revolution,This helped to produce finer and stronger threads.,"What was the outcome of the ""Mule"" machine?",Finer and stronger threads.,Finer and stronger threads,Medium
11,Industrial Revolution,"Then around 1785, Edmund Cartwright found a way of running the Mule by steam power.",Who invented a way to run the 'Mule' by steam power around 1785?,Edmund Cartwright.,Edmund Cartwright ,Medium
11,Industrial Revolution,They used firewood to smelt ore for this purpose.,What was used to smelt ore?,Firewood.,Firewood ,Easy
11,Industrial Revolution,In 1730 the method of smelting ore using coal was found by Abraham Darby.,Who discovered the method of smelting ore using coal?,Abraham Darby,Abraham Darby,Medium
11,Industrial Revolution,In 1784 tempered iron could be produced with the invention of 'Roller' machine by Henri Cort.,"Who invented the ""Roller"" machine that enabled the production of tempered iron in 1784?",Henri Cort.,Henri Cort.,Medium
11,Industrial Revolution,Henri Bessemer found a new method to produce steel by removing dirt from iron in 1856.,Who discovered a new method to produce steel in 1856?,Henri Bessemer.,Henri Bessemer,Hard
11,Industrial Revolution,"The invention of open oven method in 1860, by developing the above mentioned method, enabled the production of high quality steel.",What innovation in 1860 led to the production of high-quality steel?,The invention of the open oven method.,Open oven method.,Hard
11,Industrial Revolution,Making an electric oven to smelt ore by Wilhelm Siemens in 1870 helped the improvement of iron and steel industry.,Who improved the iron and steel industry with their invention of  an electric oven to smelt ore?,Wilhelm Siemens.,Wilhelm Siemens,Medium
11,Industrial Revolution,"South Wales, Yorkshire, Lancashire are some places where coal mines are situated.",Where are some coal mines situated in Britain?,"In South Wales, Yorkshire, and Lancashire.","In South Wales, Yorkshire, and Lancashire.",Medium
11,Industrial Revolution,"Coal was popular as a cheap and efficient fuel for smelting ore, running machines and household chores.",What was coal used for in the past?,"Coal was used as a cheap and efficient fuel for smelting ore, running machines and household chores.",cheap and efficient fuel,Hard
11,Industrial Revolution,"Though the demand for coal increased with the industrial development, mining coal was difficult.",Why did mining coal become more challenging during industrial development?,Because the demand for coal increased.,demand for coal,Hard
11,Industrial Revolution,"...problems such as removing the water that gathered in the mine when it was dug deep, poisonous gases found in the depth, increasing heat and providing light to the depth.",What were some of the challenges faced while digging a deep mine?,"Removing water, poisonous gases, increasing heat, and providing light.",Deep mine challenges,Medium
11,Industrial Revolution,Thomas Newcomen invented a steam engine in 1735 to pump water of the mines and artificially cool the air.,Who invented the steam engine in 1735?,Thomas Newcomen.,Thomas Newcomen,Medium
11,Industrial Revolution,"Therefore, James Watt developed this to a new steam engine in 1736.",Who developed a new steam engine ?,James Watt,James Watt ,Medium
11,Industrial Revolution,"Therefore, James Watt developed this to a new steam engine in 1736.",Which year  developed a new steam engine ?,1736,1736,Hard
11,Industrial Revolution,The problem of providing light to the mines too was solved when Humphry Davy produced the safety lamp in 1812.,Who invented the safety lamp in 1812?,Humphry Davy.,Humphry Davy,Medium
11,Industrial Revolution,"In 1839, a method was found to take coal out of the mines using iron cables...",What was discovered in 1839 to improve coal mining?,A method to take coal out of the mines using iron cables.,method to take coal out of the mines using iron cables,Hard
11,Industrial Revolution,Tar obtained by burning coal was used in road construction. Paints that were necessary in dyeing clothes too were made with the help of coal.,What were the uses of tar obtained by burning coal?,used in road construction and in making paints for dyeing clothes.,used in road construction and in making paints for dyeing clothes.,Medium
11,Industrial Revolution,Tar obtained by burning coal was used in road construction.,What was used in road construction?,Tar obtained by burning coal.,Tar from coal,Medium
11,Industrial Revolution,"Fields like transport, communication and agriculture too had rapid development under the influence of the industrial revolution.",What were the areas that experienced rapid development during the Industrial Revolution?,"Transport, communication, and agriculture.","Transport, communication, and agriculture.",Hard
11,Industrial Revolution,"With the development of the industrial sector, a necessity of developing a road system arose for transporting raw materials to factories and transporting products to markets.",What was the main reason for developing a road system in the industrial sector?,To transport raw materials to factories and products to markets.,transporting raw materials,Medium
11,Industrial Revolution,"Therefore in 1811, John McAdam introduced a new way of making roads.",Who introduced a new way of making roads in 1811?,John McAdam.,John McAdam,Easy
11,Industrial Revolution,Macadam method means spreading small pieces of granite on a strong foundation of bigger stones and soil...,What is the Macadam method used for in road construction?,Spreading small pieces of granite on a strong foundation of bigger stones and soil.,Spreading small pieces of granite on a strong foundation of bigger stones and soil.,Hard
11,Industrial Revolution,The production of the steam engine by George Stephenson in 1814 became a landmark in the industrial revolution.,Who is credited with the production of the steam engine in 1814?,George Stephenson.,George Stephenson,Medium
11,Industrial Revolution,"In 1807, an American called Robert Fulton produced the steamboat.",Who invented the steamboat in 1807?,Robert Fulton.,Robert Fulton.,Medium
11,Industrial Revolution,Henry Bell produced the steam ship in 1811 for passenger transport.,Who produced the steam ship in 1811 for passenger transport?,Henry Bell.,Henry Bell ,Medium
11,Industrial Revolution,It used firewood as fuel at the beginning and later coal.,"What was the initial fuel source used by the entity, and what was the later fuel source?","The initial fuel source was firewood, and the later fuel source was coal.",Firewood and coal,Medium
11,Industrial Revolution,"The production of motor car in 1885 by the German, Daimler...",Who produced the first motor car in 1885?,"Daimler, a German inventor.",Daimler,Medium
11,Industrial Revolution,"...and the production of the aeroplane by Wright brothers in 1903, made a huge change in the transport system.",What was the significant change in the transport system in 1903?,The production of the aeroplane by Wright brothers.,Wright brothers' aeroplane.,Medium
11,Industrial Revolution,The postal service that existed in Britain up to this was very costly.,What was a characteristic of the postal service in Britain before the industrial revolution?,It was very costly.,very costly,Medium
11,Industrial Revolution,It is called the telephone. It was produced by Alexander Graham Bell.,"Who produced the ""telephone""?",Alexander Graham Bell.,Alexander Graham Bell.,Easy
11,Industrial Revolution,"As a result of this, an apparatus was produced to communicate using human voice, between two places through cables in 1876.",What was invented in 1876 to enable communication between two places using human voice?,"An apparatus was produced to communicate using human voice, between two places through cables in 1876.",Human voice communication,Medium
11,Industrial Revolution,A new postal service which was called Penny Postal Service was started for this in 1840.,What was the name of the postal service started in 1840?,The Penny Postal Service.,Penny Postal Service,Easy
11,Industrial Revolution,A letter could be sent to any corner of the country by spending just a penny (pence) through this.,How much did it cost to send a letter to any corner of the country?,A penny.,just a penny,Easy
11,Industrial Revolution,"As a result of the experiments conducted for this, Samuel Morse was able to start telegraph service in 1844.",Who started telegraph service in 1844?,Samuel Morse.,Samuel Morse.,Medium
11,Industrial Revolution,Sending messages between two places through a cable was started in this method using symbols.,How was communication between two places initially established?,Through the use of symbols.,Using symbols.,Medium
11,Industrial Revolution,...and then John Logie Baird invented the television.,Who invented the television?,John Logie Baird.,John Logie Baird,Easy
11,Industrial Revolution,The establishment of factories expanded with the industrialization attracting more people to cities. This left their land in villages uncultivated.,What happened to the land in villages during the industrialization process?,It was left uncultivated.,left uncultivated,Medium
11,Industrial Revolution,Jethro Tull introduced the line sowing method with horse tethered ploughs. This method helped to reduce the number of seeds needed for sowing and increase productivity.,Who introduced the line sowing method with horse tethered ploughs?,Jethro Tull.,Jethro Tull.,Medium
11,Industrial Revolution,One example is the findings regarding breeding of sheep made by Robert Bakewell.,Who made significant findings regarding the breeding of sheep?,Robert Bakewell.,Robert Bakewell,Medium
11,Industrial Revolution,"The invention of efficient equipment that came with the industrial revolution altered the field of agriculture completely. Machines were produced to clear forests, prepare the land and produce seeds.",How did the industrial revolution impact agriculture?,The invention of efficient equipment during the industrial revolution altered the field of agriculture completely.,Industrial revolution agriculture,Medium
11,Industrial Revolution,"As a result of experiments done in this field, a type of manure called Guano Fertilizers was produced in Africa for the first time in 1800.",When was Guano Fertilizers first produced in Africa?,In 1800.,In 1800.,Hard
11,Industrial Revolution,The industrial revolution that began in Britain spread to the countries in the European continent also within a short period of time.,What happened to the industrial revolution after it began in Britain?,It spread to other European countries within a short period of time.,Spread to other countries,Medium
11,Industrial Revolution,"Later it went to Asian, American and African continents also.",Where did the Industrial revolution spread to?,"To Asian, American and African continents.","To Asian, American and African",Medium
11,Industrial Revolution,Increase in demand for goods that came as a result of rapid increase in world population,What was the consequence of the rapid increase in world population?,An increase in demand for goods.,Increase in demand for goods,Medium
11,Industrial Revolution,Industrial centres emerged in areas that were situated close to markets and where raw materials were found in abundance in Germany and France.,Where did industrial centres emerge in Europe during the early stages of industrialization?,Industrial centres emerged in areas that were situated close to markets and where raw materials were found in abundance in Germany and France.,Germany and France,Hard
11,Industrial Revolution,"Germany that was able to mark an increased industrial development, had become a powerful country at the beginning of World War I.",What was Germany's status at the beginning of World War I?,Germany had become a powerful country.,"""a powerful country""",Medium
11,Industrial Revolution,"Then the industrial revolution spread to other European countries like France, Belgium, Austria, Hungary and Prussia.",Who were the European countries that experienced the spread of the industrial revolution after it started in Britain?,"France, Belgium, Austria, Hungary, and Prussia.","France, Belgium, Austria, Hungary, and Prussia.",Hard
11,Industrial Revolution,Japan was an Asian country which had an enormous development in the industrial sector during the latter half of the 19th century and the first few decades of the 20th century.,What was the period of significant industrial development in Japan?,The latter half of the 19th century and the first few decades of the 20th century., latter half of the 19th century and the first few decades of the 20th century,Hard
11,Industrial Revolution,Japan has become a country that holds a competitive place... by following the western methods and models.,How did Japan achieve its competitive status?,By following Western methods and models.,Western methods and models,Medium
11,Industrial Revolution,Thus the world became a global village because of the industrial revolution... and the rapid development it created in transport and communication fields.,What was the main factor that led to the world becoming a global village?,The industrial revolution.,Industrial revolution.,Easy
11,Industrial Revolution,The industrial revolution resulted in a wealthy class that invested money for profit...,What was a consequence of the industrial revolution?, wealthy class that invested money for profit and an underprivileged class that survived by selling labour, wealthy class that invested money for profit and an underprivileged class that survived by selling labour,Hard
11,Industrial Revolution,...and an underprivileged class that survived by selling labour.,How did the underprivileged class survive in era of industrial revolution?,They survived by selling labor.,Selling labor,Easy
11,Industrial Revolution,"Because of this suppression there were many clashes between the rich and the poor including the emergence of labour unions, boycotts, struggles for rights, etc.",What were the consequences of the suppression underprivileged class?,"The emergence of labour unions, boycotts, struggles for rights, etc.","Labour unions, boycotts",Hard
11,Industrial Revolution,This situation ended in the expansion of political beliefs such as socialism and liberalism.,What were the outcomes of the situation mentioned in the text?,The expansion of political beliefs such as socialism and liberalism.,Expansion of political beliefs,Medium
11,Industrial Revolution,Adam Smith presented the concept called laissez-faireù which led to the expansion of capitalism throughout the world.,"Who is credited with presenting the concept of ""laissez-faire"" that led to the expansion of capitalism?",Adam Smith.,Adam Smith.,Medium
11,Industrial Revolution,Laissez-faire means reducing the government involvement and giving more allowance for private sector involvement in the economic matters.,"What does ""laissez-faire"" mean in the context of economic matters?",Reducing government involvement and giving more allowance for private sector involvement.,Reducing government involvement and giving more allowance for private sector involvement.,Hard
11,Industrial Revolution,"...there arose a need for getting raw materials for a cheaper price and selling the products at a higher prices. Therefore, the European countries had to compete for tightening their political grasp in the colonies.",What was the main reason for European countries to compete for colonies?,To get raw materials at a cheaper price and sell products at a higher price.,Get raw materials,Medium
11,Industrial Revolution,This new imperialism which came after 1850 is called neo-imperialism.,What is the term used to describe the new form of imperialism that emerged after 1850?,Neo-imperialism.,Neo-imperialism.,Medium
11,Industrial Revolution,This struggle of European countries to capture new colonies became a major factor that led to World War I.,What was a major factor that led to World War I?,The struggle of European countries to capture new colonies.,European countries to capture new colonies,Medium
11,Industrial Revolution,"Because of that, the self-sufficient economy failed and emerged a working class that worked for a salary.",What happened to the economy due to the emergence of a working class?,The self-sufficient economy failed.,Self-sufficient economy failed,Hard
11,Industrial Revolution,"Thus, the agro-economic system broke down and the import-export economy came forward.",What happened to the economy when the agro-economic system broke down?,The import-export economy came forward.,import-export economy came forward.,Medium
11,Industrial Revolution,"Yet, towards the first part of the 19th century, these companies became multi-national companies.",What happened to companies in the early 19th century?,They became multi-national companies.,became multi-national,Medium
11,Industrial Revolution,These companies that were engaged in production of goods and buying and selling simultaneously were engaged in monetary and banking activities.,"What were the companies engaged in, besides producing goods?",Monetary and banking activities.,Monetary and banking,Medium
11,Industrial Revolution,Many new cities were created as a result of the industrialization... People could afford to buy those items that were produced in bulk in the factories.,What was a result of industrialization?,The creation of new cities.,creation of new cities.,Medium
11,Industrial Revolution,At the same time these factories generated a lot of new job opportunities.,What was a result of the factories' operation?,They generated a lot of new job opportunities.,generated new job,Medium
11,Industrial Revolution,"For an example, though in Vienna, within 20 years before 1847 the population increase is 20%, building houses increased in 11.5% only.",What was the percentage increase in building houses in Vienna within 20 years before 1847?,11.50%,11.50%,Hard
11,Industrial Revolution,The increasing number of job opportunities in cities that emerged due to mega industries sped up the urbanization.,What was the main factor that contributed to urbanization?,The increasing number of job opportunities in cities that emerged due to mega industries.,increasing number of job opportunities in cities that emerged due to mega industries.,Medium
11,Industrial Revolution,One major social outcome of the industrialization is the formation of a classed society.,What is one major social outcome of industrialization?,The formation of a classed society.,Classed society,Hard
11,Industrial Revolution,By the 20th century economic activities of all European countries were governed by the class of rich factory owners.,Who governed economic activities in European countries by the 20th century?,The class of rich factory owners.,Rich factory owners.,Easy
11,Industrial Revolution,This rich class consisted of two major fractions. Aristocrats who owned lands. The other class consisted of middle class business owners...,What were the two major fractions in the rich class?,Aristocrats who owned lands and middle class business owners.,Aristocrats who owned lands and middle class business owners.,Medium
11,Industrial Revolution,"But, the living conditions of the working class people were in a very poor state. ...what the underprivileged class... received were unfavourable living conditions, poverty and a meagre salary.",What were the living conditions of the working class people like?,Poor and unfavorable.,Poor living conditions,Easy
11,Industrial Revolution,They had to suffer a lot in these factories working for 12 -14 hours...,What was the typical working duration for workers in these factories in era of industrial revolution?,12-14 hours.,12-14 hours,Medium
11,Industrial Revolution,"...labourers came together as unions and started struggling to get their salary increased, the number of working hours reduced and sanitary and other facilities increased.",What were the demands of the labourers who came together as unions?,"The labourers demanded an increase in salary, reduction in working hours, and improvement in sanitary and other facilities.","increase in salary, reduction in working hours, and improvement in sanitary",Medium
11,Industrial Revolution,Another bad effect of the industrial revolution is the environmental pollution.,What is one negative consequence of the Industrial Revolution?,Environmental pollution.,Environmental pollution.,Medium
11,Industrial Revolution,Water sources got contaminated due to the addition of waste materials to water sources by factories...,What is the main reason for water sources getting contaminated?,The main reason is the addition of waste materials to water sources by factories.,Waste materials to water,Medium
11,Industrial Revolution,...and the fumes released by factories became harmful for the health of the people.,What was the impact of factory emissions on the people?,The fumes released by factories became harmful for the health of the people.,Factory emissions harm health.,Medium
11,Industrial Revolution,British people came to Sri Lanka and started mega scale cultivations.,Who started mega-scale cultivations in Sri Lanka?,British people.,British people,Easy
11,Industrial Revolution,"Starting of a mill to pound coffee by the governor, Fredric North in 1804 AD",Who started the mill to pound coffee in 1804 AD?,"Fredric North, the governor.",Fredric North,Medium
