input_text,target_text
"task: emotion
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Protecting the Environment
source: If the members in any society need to maintain their society in a desirable manner they should protect their environment. We have to face numerous adversaries if the environment is destroyed. There is the danger of getting shortage of water due to cutting trees. Crops may be less productive due to infertility of soil as a result of soil erosion. All these bad results have to be borne up by ourselves. Our ancient rulers who were constantly conscious of the importance of protecting the environment, acted to impose laws on that. In the Anuradhapura plate inscription, made by king Mihindu IV, an order had been given forbidding clearing forests on high lands. There is a possibility of eroding soil and land slides due to clearing the forest on high lands. On the other hand it is a direct cause for drying water sources. There is an inscription, made by king Udaya III (935  938 A.D.), at a place called Buddhannehela in Anuradhapura. In that inscription there is a note as Wal Wala Dandupath Nokapanu Isa. Its meaning is that trees in the forests should not be cut. According to the rules in the Kondawattawan inscription, made by king Kashyapa V, government officers had been ordered to act ",reverence
"task: sound_effects
chapter: 5.The Ancient Science and Technology in Sri Lanka
topic: Grade 10: Local Rituals
source: Though Buddhism was famous among people, at the time, they tended to do other practices (Yathukarma) too. Performing Poojas for various provincial gods was prominent among them. Apart from this, a simple practice called Kempahan was performed to solve day- to-day problems. What they do normally here is that performing a Pooja by lighting one votive lamp or several lamps with a certain oil (Mee or Sesame). This method was followed by our ancient people to prevent the threat of insects to their crops or to cure some diseases infected to cattle. In 2009 the archaeologists managed to find significant information about the Poojas performed for gods in the ancient time. They discovered some ruins of an ancient Devala in the excavations carried out in the area named Galpaya in Rathnapura district. Clay pots were kept upside down in a circle of about 6 feet diameter. There were marks of a fire of its inside space. T here were a clay water pot and a jaw of an ox. The archaeologists were able to find holes of posts which belonged to a hut which had been built to cover everything. In later analysis, it was revealed that the place had been used to perform Kirimadu Shantikarmaya. It is perf","crackling_fire, soft_chant, distant_cow_bells, flickering_flame, gentle_wind, chime"
"task: sound_effects
chapter: 2.Establishment of British Power in Sri Lanka
topic: British Conquest
source: Three distinguished stages can be seen in the colonization of Sri Lanka by the British... [full text on three stages: 1796 coastal capture by East India Company; 1802 coastal areas become British Crown colony; 1815 hill country conquest. Coastal takeover (1796) via Kew Letter (Dutch governor allows entry to block French); Trincomalee first, then Batticaloa,Jaffna,Colombo,Galle. Madras-style administration 17961798 (Resident,collectors,Kachcheri,Avumildars from Madras, ignoring locals). 1797 rebellion (new taxes e.g. coconut tree tax) suppressed ? Meuron Commission proposals (local officers, remove taxes, separate revenue,judiciary). Dual administration 17981802 (Governor Frederick North + Company revenue). 1802 Crown colony. Hill conquest: 1803 invasion fails (epidemics,supply issues, puppet Muttusami captured). Maitland,DOyly strategy (DOyly learns culture, wins aristocrats). 1815 invasion: Sri Wickrama Rajasinghes cruelty (Ehalepola massacre) alienates people,aristocrats,monks. Brownrigg exploits discontent, people dont resist. King captured Feb 18, 1815. Kandyan Convention (March 2,10, 1815) signed with chiefs: King deposed, British sovereignty, protect Buddhism,customs,ar","ocean_waves, cannon_fire, distant_war_drums, temple_bells_fading, gentle_wind, chime"
"task: emotion
chapter: 4. The Ancient Society of Sri Lanka
topic: Grade 10: Economy
source: The majority of the people lived in villages. In comparison to the present condition, those villagers lives were shaped up in a very simple way. Most of their occupation was agriculture. Some were engaged in Chena cultivation whereas the others were engaged in paddy cultivation. They reared animals for living. Apart from these, some, who were engaged in different occupations, lived in cities. 4.2.1 Farming, Agriculture T he main livelihood of the villagers who lived in the ancient Sri Lanka was farming. Animal husbandry or rearing animals was also done in line with the agricultural activities. Agriculture was done in two ways; one was muddy agriculture alias paddy cultivation; second was Chena cultivation. The historical and archaeological sources substantiate that the Chena cultivation was the oldest out of these two. The term Hena (Chena) used in ancient time has been mentioned as Sehen in Buthsarana, the literary text, Sen in Ummagga Jathaka, and Pitibim in inscriptions. Chena Cultivation  Hena or Chena cultivation is an inland cultivation. A suitable land for Hena or Chena is prepared for growing grains and vegetables after choosing a plot of land from a jungle ar",vibrancy
"task: emotion
chapter: 5.The Ancient Science and Technology in Sri Lanka
topic: Grade 10: Architecture
source: Many details of the ancient architecture are found when the ruins in Anuradhapura and Polonnaruwa kingdoms are examined. That displays to us how different artisans in the ancient time had made great architectural creations. You will study some of the best architectural creations here. Architecture  Many architectural creations such as Buddhist constructions, Stupas, Bodhigharas, Pilimageval, shrines, monasteries, alms halls, meditating cells, palaces, fortresses, and hospitals found from Anuradhapura and Polonnaruwa eras could be seen. T hose evidences show us that there were buildings from the ancient time in this country. Very advanced scientific knowledge and a training on technology would need to put that scientific knowledge into practice in constructing the buildings found in Anuradhapura such as Jethvanaramaya, Abhayagiriya, Ruwanweli Seya, and several storeyed Lovamahapaya. For example Ruwanweli Seya and the other Stupas, built in Anuradhapura in the North Central dry zone in Sri Lanka which gets heavy monsoon rains, may be vulnerable to lightning strikes at any time. But, there are neither historical nor archaeological evidences to prove that they were struck by lightning",wonder
"task: emotion
chapter: 1.Industrial Revolution
topic: Effects on Sri Lanka
source: How the industrial revolution that started in Britain spread throughout the world within a short time has been explained above. Although the industrialization that took place in Britain and other European countries did not take place in Sri Lanka in the 19th century, the effects of the industrial revolution could be identified from Sri Lanka too. The major reason for that is, Sri Lanka being a colony of Britain when industrial revolution started. British people came to Sri Lanka and started mega scale cultivations. Many factories were started in connection to thus started cultivations such as tea, coconut, rubber and machines were imported from Britain to be used in those factories. Important incidents of this period:  Starting of a mill to pound coffee by the governor, Fredric North in 1804 AD  Using machines for activities of tea factories such as drying, grading and exporting  Using machines to prepare rubber for exporting  Introduction of Macadam method to build roads in 1885 T here was a need for manpower for the estates and factories and the labour class was formed by the people who worked there for salary. Landowners and factory owners became the affluent class and they ",transformative
"task: narrate
chapter: 4. Political Changes in Sri Lanka under the British
topic: Protests for Independence & Donoughmore to Soulbury
source: Though the Sri Lankans could enjoy some power in Donoughmore constitution, still the state officials held the power over a major area of administration... [full text on Donoughmore dissatisfaction ? protests for governor power reduction,Sri Lankan control of portfolios; Suriyamal Movement (vs. Poppy Day, LSSP leaders N.M. Perera,Colvin R. de Silva, sunflowers for local poor vs. poppies for British war funds, anti-imperial symbol); WWII 1939 support conditional on reforms, Defence Bureau (D.S. Senanayake); ministers drafted 1944 constitution (parliamentary system, internal affairs to Sri Lankans); Ceylon National Congress united push; Soulbury Commission 1944 ? 1945 report (parliamentary system, similar to ministers draft); State Council approved Nov 1945 (details in Unit Six).]","Donoughmore (1931) gave some power but officials retained key portfolios ? protests (State Council,ministers) for full control. Suriyamal Movement (1930s): LSSP (N.M. Perera, Colvin R. de Silva) countered Poppy Day (WW1 veteran funds to Britain) with sunflowers for local poorsymbol of independence vs. imperialism. WWII 1939: ministers supported Britain conditionally for reforms; Defence Bureau (D.S. Senanayake). 1944 ministers draft: parliamentary system, internal affairs to Sri Lankans. National Congress pushed. Soulbury Commission 1944 ? 1945 report (parliamentary system); State Council approved Nov 1945."
"task: emotion
chapter: 4. Political Changes in Sri Lanka under the British
topic: Protests for Independence & Donoughmore to Soulbury
source: Though the Sri Lankans could enjoy some power in Donoughmore constitution, still the state officials held the power over a major area of administration... [full text on Donoughmore dissatisfaction ? protests for governor power reduction,Sri Lankan control of portfolios; Suriyamal Movement (vs. Poppy Day, LSSP leaders N.M. Perera,Colvin R. de Silva, sunflowers for local poor vs. poppies for British war funds, anti-imperial symbol); WWII 1939 support conditional on reforms, Defence Bureau (D.S. Senanayake); ministers drafted 1944 constitution (parliamentary system, internal affairs to Sri Lankans); Ceylon National Congress united push; Soulbury Commission 1944 ? 1945 report (parliamentary system, similar to ministers draft); State Council approved Nov 1945 (details in Unit Six).]",determined
"task: emotion
chapter: 4. The Ancient Society of Sri Lanka
topic: Grade 10: The Nature of Ruling
source: The historical sources say that kings ruled our country in the ancient times. The inscriptions mention very important information about the procedure of the statesmanship followed in ruling the country. There are three institutions which handle the ruling of any country. They are called the legislature, the executive and the judiciary. The government means these three institutions. The legislature is the institution which makes laws in a country. As it is done by the parliament of our country today, in the ancient time it was done by the kings court. The executive is the institution which implements laws. The government officers are engaged in that process. The judiciary provides the justice to the countrymen by preventing the damage caused to the society due to breach of law. In the ancient time there were an executive as well as a judiciary in our country. The executive acted as the legislature too. There was not an independent body as a separate legislature, because then there was monarchism in this country. The inscriptions written in 9th century A.D. had used the word Ekthensamiya to name the executive and the legislature. In an inscription in the place called Buddhannehela",awe
"task: sound_effects
chapter: 3. Evolution of Political Power in Sri Lanka.
topic: Grade 10: The Concept of State
source: The king, created by the centralized political power, is an extremely powerful person. T herefore, the king had appeared before the people in a majestic form. The rulers thought their duty was developing the country economically, providing security to the countrymen, and enhancing spiritual development of the people. Providing security on the occasions of threats from foreign enemies, developing the economy by constructing irrigation and enhancing peoples spirituality by building religious places were some examples. The history provides evidence to prove how even kings such as Elara and Nisshankamalla, who had foreign origin, acted in the above described way and won the trust of the people. Different concepts about kingship developed according to the actions of the king and the way that they attempted to appear. Accordingly, concepts like Devathwa, Bodhisathwa, Parvatharaja, Veerathwa, and Chakravarthi were applied to the kings. Most frequently the king appeared either as a Bodhisathwa or as a god. The king Kutakanna Abhaya, who made the inscription in a rock in Dambulla temple, has introduced him by the name of Nareshvara (Naraisera). Its meaning is god Eeshwara for humans. Kin","majestic_horn, flowing_water, temple_bells, distant_drums, soft_chant"
"task: narrate
chapter: 7. Significant Revolutions in the World
topic: French Revolution
source: The uprising of the French people against the monarchy of France in 1789 and the establishment of a new ruling system is called the French revolution... [full text on Frances 18th-century glory (trade,industry,intellectuals) vs. weak Bourbon monarchy (Louis XVI); political (absolute power, Bastille symbol, luxurious Versailles, distant king,Marie Antoinette, corrupt administration,intendants); social (feudal three estates: clergy,aristocrats privileged, middle class educated but powerless, peasants 92% burdened); economic (bankruptcy from wars,luxury, unfair taxes: Taille,Gabelle,Capitation, regional disparities); philosophical (Montesquieu separation of powers, Voltaire free speech,church criticism, Rousseau social contract,sovereignty); events (States General 1789 crisis, Third Estate National Assembly, Tennis Court Oath, Bastille July 14 1789, king,queen executed); results (human rights focus 1791 declaration: equality,freedom,brotherhood, monarchy fall, farmer,laborer relief, political instability ? Napoleon 1799).]","French Revolution (1789): uprising vs. Bourbon monarchy (Louis XVI). Political: absolute power, Bastille symbol, luxury,distance. Social: three estates (clergy,aristocrats privileged, middle class powerless, peasants burdened). Economic: bankruptcy (wars,luxury), unfair taxes. Philosophical: Montesquieu,Voltaire,Rousseau ideas. Events: States General crisis, Tennis Court Oath, Bastille storming, executions. Results: 1791 rights declaration (equality,freedom,brotherhood), monarchy end, farmer relief, instability ? Napoleon."
"task: emotion
chapter: 4. Political Changes in Sri Lanka under the British
topic: Colebrooke Reforms of 1833
source: When the British governors ruled the country after 1815, the expenditure exceeded the income of the government... [full text on Colebrooke (1829) & Cameron (1830) commissions due to financial burden; 1833 reforms: Executive & Legislative Councils (15 members: 9 official, 6 unofficial by ethnicitySinhala,Tamil,Burgher,European), nationalist representation issues; combined up,low country rule; 5 provinces; repeal compulsory service; end government trade monopoly. Executive Council limited governors financial power. European struggles (1865 Lanka Congress,George Wall) ? unofficial members increased to 8 (added upcountry Sinhala & Muslim).]",reflective
"task: narrate
chapter: 7. Decline of Ancient Cities in the Dry Zone and Origin of New Kingdoms in South West
topic: Grade 10: Arts and Architecture
source: A lot of architecture could be seen in the cities, which were created from Yapahuwa period to Kotte period. It is a special feature that these creations have been influenced by the South Indian architecture. It is believed that the steps in the Yapahuwa kingdom and creations of its posts have had the Pandyan and Cambodian influences. It could clearly be noticed that the contemporary South Indian architectural styles had influenced the Pilimageya (Idol-house) at the Gadaladeniya temple which belonged to the Gampola period. Another feature that could be seen in these periods is constructing Devals connecting to the Pilimageyas (Idol-houses). One example for this is that a Devala has been built for God Upulvan connecting to the Gadaladeniya Pilimageya. Devalas have been built connecting to Lankathilaka Pilimageya too. Having Devalas in the idol-houses is a proof that displays that the Hindu and Mahayana ideas influenced the architecture. The Embekke Devala, which was constructed by king Wickramabahu III during the Gampola period is a valuable construction with wood carvings. Its magnificence is displayed by its posts with beautiful wood carvings and its wooden roof. There are a lot of","Second urbanization architecture blended South Indian styles: Yapahuwa steps,posts (Pandyan,Cambodian influence); Gadaladeniya Pilimageya (South Indian); Devalas attached to temples (e.g., Upulvan at Gadaladeniya, Lankathilaka) showing Hindu,Mahayana impact. Embekke Devala (Wickramabahu III, Gampola): exquisite wood carvings,posts,roof. Literature revival: Dambadeniya (Parakramabahu II: Kawsilumina, scholarly title; Saddharmarathnawaliya, Poojawaliya, grammar,prosody texts, Pali works). Kurunegala: Jataka translation, Dalada texts. Gampola: First Sandesha Kavyas (Mayura,Thisara), Pali texts. Kotte golden age (Parakramabahu VI): Perakumba Siritha, Kavyashekaraya, Guttila,Hansa,Parevi,Gira,Selalihini Kavya; diverse genres (Bhakthi,Shilo,Hatan etc.). Educational centers: Pepilayane Sunethradevi Pirivena (Parakramabahu VI for mother), Keragala,Devunuvara,Veedagama Pirivenas."
"task: narrate
chapter: 1.Industrial Revolution
topic: Rise in Key Industries
source: The industrial revolution in Britain was based on three industries as given below. ? Textile industry ? Iron and steel industry ? Coal industry T he development that occurred in these fields resulted in the gradual progress in other fields such as transport, communication and agriculture. ?Textile Industry Textile producers in Britain faced a challenge of increasing their textile products to meet the high demand that came from their own colonies. Weaving clothes became a little faster with the invention of the flying shuttle by John K. in 1733. But the slowness in preparing threads needed in weaving clothes still remained a problem. According to the situation that was there at that time, threads produced by six thread makers per day were enough only for one weaver to work for one day. Therefore, there was some idea of increasing the pace of spinning. As a result of that enthusiasm, a person called James Hargreaves produced a machine called Jenny in 1764 for cotton weaving. T his machine was a manually operated one. Later in 1769, Richard Arkwright produced a more efficient, water powered spinning wheel. It was named as water turbine. Arkwrights creation was an important produc","Industrial Revolution in Britain centered on 3 industries: 1. Textile: Flying shuttle (John Kay 1733) sped weaving; Spinning Jenny (James Hargreaves 1764) for threads; Water frame (Richard Arkwright 1769) water-powered; Mule (Samuel Crompton 1779) finer threads; Steam power (Edmund Cartwright 1785). 2. Iron,Steel: Coal smelting (Abraham Darby 1730) for cast iron; Puddling,rolling (Henry Cort 1784) wrought iron; Bessemer process (Henry Bessemer 1856) cheap steel; Open-hearth (1860) high-quality steel; Electric arc furnace (William Siemens 1870). 3. Coal: Steam engine (Thomas Newcomen 1712, James Watt 1769 improved) for pumping,mining; Safety lamp (Humphry Davy 1815) for gas; Cable haulage (1839) replaced child labor. By-products: Tar (roads), dyes, chemicals. These fueled transport (railways), agriculture, communication."
"task: emotion
chapter: 7. Decline of Ancient Cities in the Dry Zone and Origin of New Kingdoms in South West
topic: Grade 10: Religion
source: During the second urbanization period Buddhism grew as further as the main religion. The kings from Dambadeni to Kotte periods acted to build palaces for the sacred Tooth relic and construct many temples and monasteries. There are proofs that the people of this time had a great devotion and belief in god. They believed in the gods such as Upulwan, Vibheeshana, Skandakumar and Saman and constructed Devalas for the gods. There is a reference to the gods Upulwan and Vibhishana in Sandesha Kavyas. There is information that there was a Shiva Devala adjacent to Sri Jayawardhanpura in the f ifteenth century. It is believed that it must have been constructed for Siva devotees. The Munneshvaram temple in Chilaw was a sacred religious place for the Hindus during this time. There were sacred Islamic religious places in sea port areas where the Muslim devotees resided and engaged in their international trade affairs.",harmony
"task: narrate
chapter: 8.Kandyan Kingdom
topic: Grade 10: Beginning and Expansion of Kandyan Kingdom
source: The Kandyan kingdom was known by various names such as Senkadagala Nuwara, Udarata Rajadhaniya, Kande Nuwara, Mahanuwara Rajadhaniya. The capital of the Kanda Udarata Rajadhaniya was Kandy (Mahanuwara). It is a naturally protected location. The city of Kandy is protected by the river of Mahaweli. It is very difficult to access this city due to the ghats such as Balana and Hunnasgiriya. Further, the Kandyan kingdom consists of a balmy climate and a fertile land. King Senasammatha Vickramabahu made Kandy an independent kingdom for the first time. It was a provincial ruling unit under the Kotte kingdom during the ruling period of king Parakramabahu VI. Therefore, King Senasammatha Vickramabahu is considered as the founder of the Kandyan kingdom. The successor of king Senasammatha Vickramabahu was his son, Jayaweera Bandara (1511-1551). He ruled the kingdom, for a long time. He was a friend of king Mayadunne, who was the ruler of Seethawaka. In the incident Vijayaba Kollaya that took place against king Vijayabahu VI, who was the then ruler of Kotte, king Jayaweera Bandara supported king Mayadunne. After King Jayaweera Bandara, his son Karaliyedde Bandara acceded to the throne of Kand","Nestled in misty hills, ringed by Mahaweli River and guarded by Balana,Hunnasgiriya passes, Kandy (Senkadagala,Mahanuwara) became an independent kingdom under Senasammatha Vickramabahu (~early 16th century), previously a Kotte province. Jayaweera Bandara (15111551) allied with Sitawakas Mayadunne against Kottes Vijayaba Kollaya. Karaliyadde Bandaras pro-Portuguese policy led chieftains to back Sitawakas Rajasinghe I, who captured Kandy (1580), killing Veerasundara Bandara. Portuguese installed puppet Yamasinghe Bandara (Don Philip), but Konappu Bandara (Veerasundaras son) seized power as Vimaladharmasooriya I (15921604), founding a new dynasty, marrying Dona Katharina, reclaiming Tooth Relic, defeating Portuguese at Danture (1594), reviving Buddhism (Upasampada from Myanmar), and boosting economy (agriculture, cotton, iron). Senarath (16041635) married Dona Katharina, divided kingdom among sons to avoid rivalry. Rajasinghe II (16351687) crushed Portuguese at Gannoruwa (1638), allied with Dutch to expel them (1658), recaptured lost lands (16701675), gaining ports like Batticaloa. Vimaladharmasooriya II (16871707) restored Tooth Relic temple, revived Upasampada from Myanmar. Narendrasinghe (17071739) faced chieftain power growth. Nayakkar dynasty began with Sri Vijaya Rajasinghe (17391747), Keerthi Sri Rajasinghe (17471782) revived Siyam Nikaya with Weliwita Saranankara, Rajadhi Rajasinghe (17821798), and Sri Vickrama Rajasinghe (17981815), whose cruelty alienated chieftains, leading to British capture (1815) and exile to Vellore."
"task: narrate
chapter: 5.The Ancient Science and Technology in Sri Lanka
topic: Grade 10: Architecture
source: Many details of the ancient architecture are found when the ruins in Anuradhapura and Polonnaruwa kingdoms are examined. That displays to us how different artisans in the ancient time had made great architectural creations. You will study some of the best architectural creations here. Architecture  Many architectural creations such as Buddhist constructions, Stupas, Bodhigharas, Pilimageval, shrines, monasteries, alms halls, meditating cells, palaces, fortresses, and hospitals found from Anuradhapura and Polonnaruwa eras could be seen. T hose evidences show us that there were buildings from the ancient time in this country. Very advanced scientific knowledge and a training on technology would need to put that scientific knowledge into practice in constructing the buildings found in Anuradhapura such as Jethvanaramaya, Abhayagiriya, Ruwanweli Seya, and several storeyed Lovamahapaya. For example Ruwanweli Seya and the other Stupas, built in Anuradhapura in the North Central dry zone in Sri Lanka which gets heavy monsoon rains, may be vulnerable to lightning strikes at any time. But, there are neither historical nor archaeological evidences to prove that they were struck by lightning","Ancient Sri Lankan architecture blended science and artistry in stupas, palaces, and cities. Lightning conductors (Vajra Chumbata) protected tall stupas like Ruwanweli Seya from strikes. Ruwanweli Seyas foundation (King Dutugemunu) used layered concrete-like technology: deep pit, limestone crushed by elephants, Wendaru clay, gravel, crystal, iron net with gum, and oil-soaked Ransiriyal stones for durability. Sigiriya (5th century AD) featured mathematical planning: 200m rock palace (3 ha top), 4090 ha parks, 10 km walls, 8 km moats. Hygiene: Maternity houses (Sivikasala,Pandukabhaya), hospitals (18 by Dutugemunu), Polonnaruwa hospital ruins (147.5×109.2 ft) with surgical tools; deep-pit lavatories and drainage gutters prevented pollution. Iron technology: From 2400 BC (Beragala slag), wind-powered furnaces at Samanalawewa (3rd century BC) using monsoon winds for 12-hour smelting of Limonite,Hematite with Maran wood; bellows at Dehigaha-elakanda (180 BC200 AD). Minor industries: Tiny golden pendants (21 carvings on paddy-seed size, Jetavanaya), colored roof tiles (Abhayagiriya), advanced forging for weapons,armor."
"task: emotion
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Local Food
source: From ancient time the people of this country consumed things which grew in the country. Evidence has been discovered on wild breadfruit and Atikesel which were consumed by the pre historic people who lived in the Beligala cave 10500 years ago. In the historical era paddy and Kurakkan were profusely used for food. Apart from these, Undu, green gram (Mun), sesame (Thala), marrow (Mae), Amu, Menari, Kongu, Waru, Yawa were also eaten. The historical books of Sri Lanka mention seven types of grain, which were used as food by ancient people. They are namely Sali, Veehi, Kedesa, Varaka, Kangu, Duma and Yawa. The Thonigala inscription, made by king Keerthi Sri Meghavarnabhaya (301 -328 A.D.), mentions Paddy, Undu, Mun (green gram) and Thala (sesame). Saddharmarathnawaliya mentions that the meat of peacock cooked in ghee and El rice (El Hal) was one of the most favourite foods among the chieftains in Sri Lanka in the 12th century A.D. Pala Maluwa and Kadi Embula with Niwudu rice was a most frequent meal of poor people in that time. Kady Embula is made of stale rice powder. Ancient Sri Lankans had a habit of drinking various types of gruels (Kenda). The words Yagu or Hambu had been used ",warmth
"task: narrate
chapter: 2.Establishment of British Power in Sri Lanka
topic: Arrival of British in Asia
source: The English who noticed that the Portuguese and the Dutch people were earning a lot of profit from the trade activities in Asia, also paid their attention to Asia. As a result, a group of English businessmen established the East India Trade Company in December 1600, by a royal warrant obtained from Queen Elizabeth I to do trade activities in Asia. The first fleet of ships of this company had gone to Sumatra islands and started trade. Then, another fleet of ships came to India under William Hokins and conducted discussions about trade with the Mughal emperor, Jahangir. At the beginning of their visits to Asia, the English tried to tighten their trade relations with Southeast Asian region. There had been fights between the Portuguese and the Dutch to claim the trade power in Southeast Asia during the first two decades of the 17th century. At certain occasions, the English have given their assistance to the Dutch against the Portuguese. The Dutch never expected to see the English developing a power in Southeast Asian islands where spices grew well, although they obtained the help of the English to fight their common enemy, the Portuguese. Because of this, in 1623, the Dutch attacked a","English noticed Portuguese,Dutch profits in Asia ? formed East India Company (Dec 1600, Queen Elizabeth I charter). First fleet to Sumatra; William Hawkins to Mughal India (Jahangir). Early focus: Southeast Asia (spices). Allied with Dutch against Portuguese, but Dutch massacred English at Ambon (1623) ? English withdrew to India (post-1623). Trade centers: Bombay, Calcutta, Madras (late 17th century). Competed with French (1664 onward: Pondicherry etc.). 18th-century Anglo-French rivalry for India power."
"task: narrate
chapter: 2.Establishment of British Power in Sri Lanka
topic: British Focusing on Sri Lanka
source: The English did not pay any attention to Sri Lanka for about a century after they came to India... [full text on delayed interest due to Portuguese,Dutch forts, renewed focus post-Mughal decline (18th century), two reasons: strategic location (near India,Bay of Bengal, Trincomalee harbor for ship repair,monsoon protection,naval dominance), high-quality cinnamon + other spices (pepper,cardamom,cloves,pearls,gems,ivory) monopoly desire. Diplomatic missions: John Pybus (1762 Keerthi Sri Rajasinghe), Hugh Boyd (1782 Rajadhirajasinghe), Robert Andrews (1795) after Trincomalee capture. Early missions failed (no anti-Dutch help); Andrews sought Kandyan alliance vs. Dutch but English kept gains.]","English ignored Sri Lanka ~100 years after India arrival (Dutch,Portuguese coastal forts). Interest grew 18th century (Mughal decline ? political power in India). Key reasons: 1. Strategic location (near India,Bay of Bengal; Trincomalee harbor for ship repair, monsoon shelter, naval control). 2. Cinnamon monopoly + spices (pepper,cardamom,cloves,pearls,gems,ivory). Diplomatic visits: John Pybus (1762), Hugh Boyd (1782)  trade focus, failed (no Dutch help). Robert Andrews (1795) after Trincomalee capture  sought Kandyan alliance vs. Dutch, but English kept conquests alone."
"task: sound_effects
chapter: 8.Kandyan Kingdom
topic: Grade 10: Beginning and Expansion of Kandyan Kingdom
source: The Kandyan kingdom was known by various names such as Senkadagala Nuwara, Udarata Rajadhaniya, Kande Nuwara, Mahanuwara Rajadhaniya. The capital of the Kanda Udarata Rajadhaniya was Kandy (Mahanuwara). It is a naturally protected location. The city of Kandy is protected by the river of Mahaweli. It is very difficult to access this city due to the ghats such as Balana and Hunnasgiriya. Further, the Kandyan kingdom consists of a balmy climate and a fertile land. King Senasammatha Vickramabahu made Kandy an independent kingdom for the first time. It was a provincial ruling unit under the Kotte kingdom during the ruling period of king Parakramabahu VI. Therefore, King Senasammatha Vickramabahu is considered as the founder of the Kandyan kingdom. The successor of king Senasammatha Vickramabahu was his son, Jayaweera Bandara (1511-1551). He ruled the kingdom, for a long time. He was a friend of king Mayadunne, who was the ruler of Seethawaka. In the incident Vijayaba Kollaya that took place against king Vijayabahu VI, who was the then ruler of Kotte, king Jayaweera Bandara supported king Mayadunne. After King Jayaweera Bandara, his son Karaliyedde Bandara acceded to the throne of Kand","triumphant_drums, flowing_river, temple_bells, distant_thunder, gentle_wind, chime"
"task: sound_effects
chapter: 7. Decline of Ancient Cities in the Dry Zone and Origin of New Kingdoms in South West
topic: Grade 10: The Second Urbanization
source: When the prosperous cities existing in the dry zone declined, several cities, especially outside the dry zone, emerged in the South-eastern areas in no time. The emergence of these cities is a result of another process of urbanization. Operating several ruling centres due to decentralization of political power, growth of new harbours, reflecting a new intelligence awakening due to the rebirth of literature provide a sufficient base to introduce this process as a second urbanization. Another important trend that should be taken into consideration regarding the advancement of urbanization during this time is setting up of new trade relations network and widening of commercial activities with that. When we compare the cities originated in the second urbanization process with the great cities that existed in the previous era, the main feature that could be seen is that the plans of the cities developed in the second urbanization had freed from the geometric structures of the previous ones. Even in the size, they were not as large as the Anuradhapura and Polonnaruwa ones. The scholars point out the reason for that is the decentralization of power after the second urbanization. Dambadeni","triumphant_horns, flowing_water, temple_bells, distant_thunder, gentle_wind, chime"
"task: narrate
chapter: 8.  World Wars and Conventions
topic: World War 2
source: We learned above that World War I ended by 1918 A.D. Another world war began to rise within two decades after World War I... [full text on WWII (19391945); causes: Hitlers rise (Weimar failure, inflation, 1929 depression, Mein Kampf, 1933 Chancellor ? dictatorship, Gestapo,SS, media abuse, ignored by West); Mussolini (Fascism 1922, economic failure, Abyssinia 1936); Japan (Manchuria 1931, League exit, China invasion); League weaknesses (U.S. absence, no enforcement, disunity, failed vs. Japan,Italy); participants (Allied: Britain,France,U.S.,USSR; Axis: Germany,Italy,Japan 1937); expansion (Hitler Poland 1939 ? Britain,France war, Denmark,Norway,Holland,Belgium,France 1940, Italy joins, Battle of Britain fail, Russia invasion 1941 disaster, Pearl Harbor 1941 ? U.S. entry); end (Germany surrender May 1945, Japan atomic bombs Hiroshima,Nagasaki Aug 1945); results: Axis defeat, 50M+ deaths, Holocaust, atomic horror, France,Britain decline, colonies independence, U.S.,USSR superpowers, Cold War (capitalist vs. socialist camps), Non-Aligned Movement 1961 (Nehru,Tito,Nasser).]","WWII (19391945): causesHitler (dictatorship, aggression, ignored by West), Mussolini (Fascism, Abyssinia), Japan (Manchuria,China), League failure. Participants: Allied (Britain,France,U.S.,USSR) vs. Axis (Germany,Italy,Japan). Expansion: Poland 1939, Europe fall 1940, Russia 1941, Pearl Harbor 1941 U.S. entry. End: Germany May 1945, Japan Aug 1945 (atomic bombs). Results: Axis defeat, massive deaths,Holocaust,atomic horror, colonial independence wave, U.S.,USSR rise, Cold War, Non-Aligned Movement 1961."
"task: emotion
chapter: 5. Social Changes in Sri Lanka   under the British
topic: Disadvantages of the British Reign
source: Though there were some advantages of being a colony of British there were many problems by the time Sri Lanka received independence after being exploited for 133 years by a foreign empire. Although some citizens became wealthy during this period the majority of the people were touching the depth of poverty when independence was won. Thus, there was a vast disparity in distribution of income and an immediate need had arisen to increase public service and welfare. Some more disadvantages of staying a colony are;  spreading of western culture and deterioration of indigenous culture  spreading of alcohol consumption  emergence of a landless social group  downfall of self sufficient economic system and losing of indigenous knowledge  destruction of useful institutions such as village councils (Gamsabha)",somber
